timestamp,open,high,low,close,volume
2007-09-28 19:59:00,153.3500,153.3500,153.3500,153.3500,1271
2007-09-28 19:56:00,153.4000,153.4000,153.3100,153.3100,1150
2007-09-28 19:55:00,153.3000,153.4000,153.3000,153.4000,1600
2007-09-28 19:51:00,153.3000,153.3000,153.3000,153.3000,400
2007-09-28 19:49:00,153.4000,153.4000,153.4000,153.4000,100
2007-09-28 19:43:00,153.3900,153.3900,153.3900,153.3900,420
2007-09-28 19:42:00,153.2500,153.2500,153.2500,153.2500,153
2007-09-28 19:41:00,153.3000,153.3000,153.3000,153.3000,650
2007-09-28 19:40:00,153.4000,153.4000,153.3000,153.3000,500
2007-09-28 19:38:00,153.3900,153.3900,153.3900,153.3900,245
2007-09-28 19:36:00,153.3900,153.3900,153.3900,153.3900,123
2007-09-28 19:35:00,153.4000,153.4000,153.4000,153.4000,100
2007-09-28 19:34:00,153.4000,153.4000,153.4000,153.4000,100
2007-09-28 19:31:00,153.4000,153.4000,153.4000,153.4000,150
2007-09-28 19:28:00,153.4200,153.4200,153.4000,153.4000,800
2007-09-28 19:19:00,153.4000,153.4000,153.4000,153.4000,200
2007-09-28 19:18:00,153.4400,153.4400,153.4400,153.4400,100
2007-09-28 19:12:00,153.4500,153.4500,153.4500,153.4500,689
2007-09-28 19:07:00,153.5000,153.5000,153.4800,153.4800,1450
2007-09-28 19:06:00,153.5200,153.5200,153.5000,153.5000,1600
2007-09-28 19:02:00,153.6000,153.6000,153.6000,153.6000,245
2007-09-28 19:01:00,153.6300,153.6300,153.6300,153.6300,100
2007-09-28 18:57:00,154.5400,154.5400,153.7000,153.7000,570
2007-09-28 18:45:00,154.6000,154.6000,154.6000,154.6000,100
2007-09-28 18:44:00,154.4800,154.6000,154.4800,154.6000,300
2007-09-28 18:43:00,153.7000,153.7000,153.7000,153.7000,850
2007-09-28 18:41:00,153.7500,153.7500,153.7400,153.7400,900
2007-09-28 18:40:00,153.7000,153.7400,153.7000,153.7400,545
2007-09-28 18:39:00,153.7000,153.7000,153.7000,153.7000,700
2007-09-28 18:38:00,153.6500,153.6900,153.6500,153.6500,846
2007-09-28 18:36:00,153.6500,153.6500,153.6500,153.6500,477
2007-09-28 18:32:00,153.7500,153.7500,153.7500,153.7500,100
2007-09-28 18:31:00,153.6500,153.6500,153.6500,153.6500,100
2007-09-28 18:30:00,153.6400,153.6500,153.6400,153.6500,300
2007-09-28 18:29:00,153.6200,153.6200,153.6200,153.6200,299
2007-09-28 18:28:00,153.5700,153.6000,153.5700,153.6000,2695
2007-09-28 18:25:00,153.5500,153.5700,153.5500,153.5700,1695
2007-09-28 18:24:00,153.5200,153.6000,153.5200,153.5500,2158
2007-09-28 18:23:00,153.5200,153.5200,153.5200,153.5200,700
2007-09-28 18:22:00,153.5000,153.5000,153.5000,153.5000,1000
2007-09-28 18:21:00,153.5000,153.5000,153.5000,153.5000,1000
2007-09-28 18:18:00,153.4600,153.5000,153.4600,153.5000,1167
2007-09-28 18:15:00,153.4700,153.4700,153.4700,153.4700,20300
2007-09-28 18:14:00,154.4500,154.4500,154.4500,154.4500,500
2007-09-28 18:07:00,153.4600,153.4600,153.4600,153.4600,100
2007-09-28 18:06:00,153.4600,153.4600,153.4600,153.4600,700
2007-09-28 18:00:00,153.4500,153.4500,153.4500,153.4500,370
2007-09-28 17:57:00,153.4900,153.4900,153.4900,153.4900,500
2007-09-28 17:49:00,153.5000,153.5000,153.5000,153.5000,500
2007-09-28 17:44:00,153.5000,153.5000,153.5000,153.5000,560
2007-09-28 17:42:00,153.4500,153.4500,153.4500,153.4500,300
2007-09-28 17:34:00,153.5000,153.5000,153.4500,153.4500,990
2007-09-28 17:30:00,153.5000,153.9700,153.5000,153.9700,1818
2007-09-28 17:29:00,153.5500,153.5500,153.5500,153.5500,1662
